,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.5,0.28,0.33,0.31,0.26,0.02,0.71,0.56,0.08,0.42,0.05,0.72,0.43,0.0
emeraldemu.csv,0.83,0.56,1.0,0.31,0.68,0.28,0.65,0.07,0.75,0.12,0.53,0.19,0.14,0.04
frogatto.csv,0.91,0.94,0.96,0.62,0.89,0.76,0.73,0.78,1.0,0.81,0.99,0.72,0.71,0.75
grafx2.csv,0.87,0.8,0.92,0.42,0.64,0.43,0.67,0.81,0.92,0.72,0.79,0.5,0.71,0.54
jahshakafx.csv,0.83,0.66,0.79,0.49,0.79,0.53,0.67,0.37,0.83,0.44,0.62,0.42,0.71,0.12
nassp.csv,0.63,0.39,0.04,0.42,0.39,0.21,0.24,0.52,0.83,0.63,0.41,0.33,0.64,0.46
netatalk.csv,0.91,0.94,1.0,0.67,0.79,0.74,0.73,0.33,1.0,0.7,0.83,0.36,0.64,0.79
open-beos.csv,0.92,0.8,0.83,0.49,0.81,0.62,0.35,1.0,0.83,0.98,0.67,0.47,1.0,0.58
psycle.csv,0.9,0.98,1.0,0.68,0.91,0.57,0.86,0.89,1.0,0.88,0.89,0.83,0.86,0.29
quantlib.csv,0.99,1.0,0.0,1.0,1.0,1.0,0.33,0.0,0.92,0.02,0.72,0.0,0.0,0.71
reaper-ecad.csv,0.49,0.21,0.71,0.18,0.37,0.15,0.22,0.0,0.0,0.0,0.3,0.33,0.14,0.0
sbml.csv,0.91,0.75,1.0,0.83,0.96,0.83,0.96,0.89,0.92,0.67,0.7,0.72,0.64,0.58
unimrcp.csv,0.89,0.67,0.88,0.67,0.66,0.47,0.88,0.78,1.0,0.49,0.47,0.78,0.5,0.67
unladen-swallow.csv,0.17,0.43,0.04,0.42,0.39,0.41,0.22,0.63,0.08,0.4,0.22,0.44,0.71,0.25
