,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.37,0.64,0.41,0.4,0.46,0.66,0.55,0.46,0.41,0.43,0.99,0.87
gmerlin.csv,0.41,0.41,0.24,0.0,0.25,0.0,0.35,0.38,0.0,0.83,0.0,0.68
google-gears.csv,0.48,0.34,0.33,0.87,0.88,0.84,0.47,0.38,0.74,0.57,0.97,0.94
gstreamer.csv,0.75,0.93,0.58,0.81,0.92,0.9,0.67,0.57,0.29,0.52,0.68,1.0
lportal.csv,0.01,0.01,0.01,0.0,0.02,0.18,0.08,0.0,0.17,0.04,0.48,0.1
metacosm.csv,0.05,0.37,0.23,0.12,0.12,0.67,0.29,0.14,0.14,0.41,0.52,0.23
mplayer-ce.csv,0.87,0.37,0.8,0.87,0.7,0.96,0.77,0.89,0.18,0.57,0.33,0.97
openmeetings.csv,0.21,0.19,0.19,0.3,0.25,0.23,0.35,0.16,0.2,0.61,0.6,0.35
qgis.csv,0.52,0.28,0.28,0.0,0.5,0.6,0.38,0.16,0.79,0.67,0.01,0.26
skia.csv,0.32,0.28,0.3,0.54,0.58,0.21,0.23,0.54,0.28,0.17,0.15,0.13
wxcrp.csv,0.23,0.91,0.5,0.92,0.98,0.88,0.89,0.62,0.79,0.63,0.88,0.94
yafdotnet.csv,0.48,0.81,0.39,0.32,0.27,0.65,0.42,0.35,0.19,0.46,0.34,0.84
