,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.78,0.4,0.49,0.3,0.43,0.29,0.16,0.51
anaxagora.csv,0.57,0.47,0.0,0.36,0.65,0.39,0.61,0.69
botsnscouts.csv,0.74,0.59,0.13,0.71,0.62,0.75,0.4,0.64
emisview.csv,0.76,0.77,0.5,0.36,0.52,0.51,0.13,0.5
matrex.csv,0.06,0.2,0.63,0.51,0.12,0.82,0.24,0.12
mediaportal.csv,0.27,0.2,0.3,0.35,0.23,0.25,0.13,0.57
mediate.csv,0.74,0.5,0.67,0.67,0.49,0.36,0.33,0.54
ontopia.csv,0.48,0.51,0.51,0.47,0.43,0.64,0.8,0.56
