,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,1998.5,524.0,198.0,198.0,295.0,286.5,96.5,198.0,781.5,492.0,99.0,196.0,96.5,472.5,1004.5,98.5,189.0,198.0
decidr.csv,1041.0,618.5,198.0,99.0,294.5,579.5,99.0,297.0,977.5,392.5,99.0,196.0,99.0,185.0,485.5,98.5,385.5,198.0
elmo.csv,657.0,265.5,96.5,99.0,97.5,291.0,96.5,98.5,194.0,96.5,99.0,95.5,98.5,18.0,489.5,98.5,192.5,198.0
gpac.csv,739.0,703.0,99.0,99.0,295.0,482.0,99.0,198.0,761.0,95.5,198.0,95.5,99.0,566.0,782.0,98.5,483.0,198.0
illumination.csv,0.0,699.0,94.5,99.0,295.0,0.0,99.0,198.0,0.0,393.0,97.5,0.0,0.0,624.5,685.5,98.5,289.0,0.0
img-browse-sort.csv,453.5,1023.5,99.0,99.0,295.0,189.0,96.5,94.5,390.5,195.0,99.0,95.5,87.5,374.0,194.5,74.5,286.5,99.0
jajuk.csv,1688.5,618.5,198.0,99.0,295.0,482.0,99.0,99.0,684.0,96.5,99.0,196.0,99.0,472.5,683.5,98.5,287.5,198.0
ktc.csv,181.0,962.0,99.0,99.0,196.0,383.5,61.5,98.5,195.5,96.5,99.0,95.5,99.0,179.0,489.5,98.5,386.5,99.0
miranda.csv,1631.5,141.0,198.0,682.5,234.0,76.5,96.5,297.0,1007.0,195.0,99.0,175.0,99.0,24.5,782.0,0.0,93.5,198.0
neoengine.csv,1723.0,784.5,99.0,99.0,393.5,579.5,91.5,297.0,857.0,393.0,99.0,196.0,99.0,273.5,587.0,98.5,386.5,198.0
nicepress.csv,1711.0,703.0,297.0,198.0,295.0,93.5,96.5,297.0,585.5,96.5,99.0,196.0,99.0,91.5,292.0,98.5,291.0,296.5
omseek.csv,89.5,97.5,99.0,99.0,97.5,282.0,80.5,92.5,74.5,96.5,97.5,175.0,99.0,179.0,193.5,606.0,266.0,99.0
rosegarden.csv,1410.0,1615.0,198.0,198.0,393.5,484.0,88.5,289.0,291.5,195.0,99.0,95.5,195.0,263.5,586.0,427.5,453.0,99.0
smarttag.csv,1398.0,527.0,297.0,976.0,393.5,383.5,96.5,98.5,585.5,96.5,99.0,406.5,99.0,184.0,584.5,514.0,384.0,98.5
sylpheed-claws.csv,2741.0,784.5,297.0,198.0,393.5,579.5,99.0,193.0,297.0,492.0,99.0,196.0,99.0,379.0,782.0,98.5,483.0,198.0
vapor.csv,0.0,439.5,297.0,99.0,393.5,276.5,87.5,297.0,291.5,390.0,99.0,97.5,197.0,566.0,388.5,260.5,94.5,278.0
zorannt.csv,1045.5,439.5,86.5,388.0,184.0,189.0,96.5,94.5,563.0,591.5,99.0,196.0,98.5,83.5,194.5,98.5,289.0,198.0
zscreen.csv,2070.5,469.0,297.0,198.0,393.5,579.5,186.0,94.5,198.0,492.0,99.0,97.5,92.5,187.0,487.5,98.5,483.0,198.0
