,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,1.0,0.59,0.63,0.96,0.7,0.56,0.21,0.96,1.0,0.9,0.86,1.0,1.0
fontforge.csv,0.96,0.78,1.0,1.0,0.99,0.62,0.96,0.36,0.87,1.0,0.98,0.84,0.81
gmerlin.csv,1.0,0.93,0.82,1.0,1.0,0.83,1.0,1.0,0.85,1.0,1.0,0.5,0.64
hatari.csv,0.69,0.57,0.42,0.79,0.91,0.63,0.83,1.0,0.91,0.83,0.94,0.69,0.66
jcl.csv,0.73,0.54,0.65,0.7,0.57,0.54,0.73,0.68,0.83,0.96,0.59,0.56,0.59
ltp.csv,0.83,0.77,0.87,0.68,0.49,0.74,1.3,0.84,0.81,0.73,0.73,0.75,0.87
net-snmp.csv,0.41,0.56,0.62,0.84,0.69,0.82,0.4,1.0,0.77,0.76,0.96,0.74,0.68
opde.csv,1.0,0.63,1.0,0.58,0.73,0.69,0.46,0.75,0.73,1.0,0.9,0.64,0.86
powerfolder-.csv,0.6,0.36,0.45,0.9,0.77,0.75,0.35,0.69,0.74,0.79,0.65,0.63,0.79
qlc.csv,1.0,0.69,1.0,0.89,0.88,0.53,0.58,1.0,0.47,0.63,0.54,1.0,0.63
tcl.csv,0.84,0.87,0.81,0.96,0.67,0.79,1.31,1.0,0.7,0.43,1.0,0.83,0.63
wxstudio.csv,0.6,0.79,0.65,0.75,0.67,0.63,0.6,0.83,0.93,0.84,0.93,0.63,0.36
