,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.0,0.47,0.43,0.05,0.61,0.58,0.95,0.05,0.0,0.16,0.17,0.0,0.0
fontforge.csv,0.17,0.57,0.0,0.0,0.05,0.66,0.17,0.75,0.44,0.0,0.09,0.48,0.52
gmerlin.csv,0.0,0.27,0.5,0.0,0.0,0.49,0.0,0.0,0.48,0.0,0.0,0.66,0.62
hatari.csv,0.56,0.68,0.7,0.53,0.35,0.63,0.51,0.0,0.33,0.5,0.24,0.42,0.51
jcl.csv,0.61,0.57,0.63,0.55,0.72,0.61,0.65,0.61,0.48,0.28,0.53,0.6,0.56
ltp.csv,0.26,0.54,0.42,0.66,0.71,0.57,0.0,0.48,0.49,0.54,0.58,0.32,0.4
net-snmp.csv,0.69,0.61,0.54,0.48,0.45,0.4,0.88,0.0,0.57,0.51,0.24,0.35,0.64
opde.csv,0.0,0.48,0.0,0.52,0.54,0.51,0.85,0.61,0.58,0.0,0.42,0.59,0.43
powerfolder-.csv,0.64,0.74,0.64,0.36,0.4,0.37,0.9,0.42,0.64,0.44,0.59,0.62,0.53
qlc.csv,0.0,0.65,0.0,0.42,0.21,0.58,0.78,0.0,0.73,0.59,0.59,0.0,0.49
tcl.csv,0.45,0.44,0.51,0.17,0.57,0.53,0.0,0.0,0.56,0.72,0.0,0.26,0.55
wxstudio.csv,0.61,0.33,0.5,0.42,0.45,0.48,0.77,0.5,0.13,0.48,0.09,0.54,0.74
