,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,oscarmcmaster.csv
amateur-scrolls.csv,0.0,0.07,0.62,0.12,0.2,0.21,0.12,0.33,0.38,0.31
fritzing.csv,1.0,0.58,0.3,0.46,0.6,0.57,0.04,0.24,0.59,0.32
jlinalg.csv,0.07,0.18,0.82,0.69,0.2,0.42,0.52,0.76,0.25,0.57
knowledge.csv,0.14,0.62,0.6,0.83,0.0,0.63,0.17,0.63,0.38,0.48
massiv.csv,0.0,0.04,0.17,0.0,0.0,0.03,0.0,0.24,0.0,0.1
oscarmcmaster.csv,0.07,0.13,0.21,0.24,0.2,0.52,0.04,0.5,0.19,0.37
playerstage.csv,0.14,0.38,0.48,0.2,0.4,0.36,0.06,0.26,0.41,0.39
quarkplusplus.csv,0.29,0.6,0.64,0.29,0.0,0.32,0.15,0.78,0.28,0.26
rtrt-on-gpu.csv,0.14,0.75,0.34,0.69,0.6,0.53,0.27,0.17,0.41,0.58
superwaba.csv,0.14,0.21,0.29,0.16,0.2,0.28,0.04,0.52,0.16,0.22
