,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.51,0.4,0.4,0.48,0.52,0.44,0.41,0.37,0.37,0.47,0.37,0.59
codesmith.csv,0.57,0.47,0.46,0.72,0.52,0.53,0.4,0.43,0.36,0.47,0.44,0.48
icescrum.csv,0.55,0.55,0.54,0.72,0.59,0.55,0.48,0.33,0.56,0.53,0.45,0.93
ingex.csv,0.44,0.51,0.62,0.68,0.56,0.47,0.41,0.56,0.39,0.67,0.38,0.5
jrefactory.csv,0.41,0.53,0.53,0.56,0.69,0.88,0.72,0.36,0.63,0.45,0.6,0.42
jsecurity.csv,0.97,0.55,0.53,0.48,0.93,0.47,0.59,0.79,0.56,0.68,0.83,0.45
libopenmetaverse.csv,0.33,0.36,0.38,0.46,0.46,0.5,0.36,0.35,0.38,0.48,0.32,0.44
lite.csv,0.97,0.51,0.42,0.5,0.65,0.49,0.46,0.63,0.5,0.71,0.36,0.81
mobicents.csv,0.39,0.4,0.41,0.54,0.5,0.41,0.46,0.37,0.63,0.47,0.38,0.64
opendvr.csv,0.59,0.45,0.56,0.84,0.66,0.36,0.49,0.51,0.43,0.78,0.5,0.54
openefm.csv,0.5,0.57,0.56,0.51,0.94,0.48,0.46,0.64,0.5,0.55,0.35,0.46
sidekar.csv,0.0,0.6,0.0,0.0,0.44,0.0,0.0,0.0,0.38,0.45,0.0,0.0
