,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,0.4,0.58,0.71,0.39,0.67,0.41,0.56,0.44,0.35,0.51,0.5,0.42,0.43,0.54,0.65,0.56
gephex.csv,0.51,0.65,0.36,0.35,0.47,0.37,0.5,0.58,0.37,0.52,0.0,0.42,0.52,0.48,0.47,0.38
intact.csv,0.67,0.41,0.35,0.57,0.51,0.88,0.38,0.6,0.9,0.96,0.75,0.67,0.72,0.86,0.51,0.88
jbpm.csv,0.0,0.67,0.67,0.0,0.74,0.0,0.7,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.83,0.83
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.75,0.0
jpaul.csv,0.67,0.91,0.58,0.9,0.76,0.62,0.45,0.86,0.0,0.0,0.0,0.95,0.0,0.88,0.9,0.92
lamp.csv,0.62,0.65,0.33,0.51,0.56,0.41,0.44,0.35,0.38,0.39,0.31,0.48,0.64,0.52,0.65,0.36
mevenide.csv,0.0,0.88,0.56,0.5,0.98,0.0,0.56,0.5,0.0,0.5,0.31,0.83,0.86,0.0,0.74,0.86
opendvr.csv,0.53,0.45,0.33,0.57,0.53,0.6,0.53,0.61,0.73,0.51,0.0,0.6,0.63,0.63,0.58,0.59
panda3d.csv,0.7,0.82,0.83,0.58,0.82,0.55,0.86,0.9,0.75,0.75,0.36,0.7,0.54,0.83,0.59,0.86
retromenu.csv,0.61,0.4,0.41,0.67,0.96,0.67,0.75,0.44,0.5,0.96,0.0,0.0,0.92,0.8,0.86,0.88
rohxel.csv,0.63,0.86,0.61,0.94,0.88,0.47,0.9,0.79,0.58,0.98,0.45,0.0,0.94,0.57,0.8,0.88
sevenupdate.csv,0.4,0.58,0.34,0.33,0.41,0.36,0.45,0.37,0.37,0.44,0.36,0.5,0.35,0.44,0.45,0.37
soar.csv,0.4,0.53,0.37,0.35,0.43,0.39,0.45,0.46,0.36,0.45,0.66,0.51,0.35,0.44,0.49,0.36
stemkit.csv,0.76,0.83,0.68,0.78,0.75,0.69,0.5,0.83,0.6,0.63,0.75,0.46,0.94,0.75,0.9,0.94
thedata.csv,0.38,0.43,0.37,0.58,0.54,0.46,0.54,0.36,0.38,0.41,0.36,0.62,0.35,0.46,0.59,0.89
