,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.33,0.42,0.33,0.35,0.38,0.33
jahshaka.csv,0.94,0.82,0.86,0.49,0.83,0.57
jam-daq.csv,0.76,0.67,0.9,0.82,0.83,0.51
jatlas.csv,0.95,0.75,0.91,0.8,0.8,0.5
jedit.csv,0.48,0.53,0.6,0.42,0.67,0.43
open-media-library.csv,0.53,0.56,0.53,0.77,0.83,0.7
