,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.3,0.0,0.0,1.0,0.24,0.49
jahshaka.csv,0.27,1.0,0.24,0.53,0.0,0.49
jam-daq.csv,0.39,0.11,0.12,0.26,0.45,1.0
jatlas.csv,0.04,0.0,0.21,0.06,1.0,0.02
jedit.csv,0.93,0.67,0.34,0.46,0.23,0.56
open-media-library.csv,0.55,0.49,1.0,0.31,0.64,0.52
