,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.61,0.8,0.9,0.37,0.58
freenet.csv,0.63,0.51,0.63,0.96,0.85
mediaportal.csv,0.6,0.74,0.86,0.71,0.48
onotoa.csv,0.9,0.65,0.63,0.93,0.82
sqlpower-library.csv,0.54,0.93,0.68,1.0,1.0
