,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.81,0.76,0.8,0.73,0.36
freenet.csv,0.77,0.74,0.66,0.66,0.32
mediaportal.csv,0.57,0.4,0.29,0.42,0.44
onotoa.csv,0.76,0.55,0.78,0.63,0.24
sqlpower-library.csv,0.77,0.78,0.79,0.67,0.32
