,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.69,0.53,0.38,0.71,0.64
freenet.csv,0.65,0.68,0.54,0.17,0.46
mediaportal.csv,0.46,0.3,0.21,0.35,0.62
onotoa.csv,0.38,0.49,0.64,0.27,0.47
sqlpower-library.csv,0.69,0.27,0.62,0.0,0.0
