,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.72,0.66,0.68,0.29,0.48,0.4,0.44,0.7,0.54,0.55,0.58,0.46,0.68,0.73,0.64,0.67,0.67,0.7
cornerstone.csv,0.52,0.3,0.15,0.29,0.26,0.24,0.0,0.24,0.01,0.0,0.71,0.6,0.24,0.4,0.06,0.64,0.43,0.47
emeraldemu.csv,0.7,0.6,0.71,0.36,0.19,0.19,0.45,0.71,0.39,0.71,0.54,0.09,0.32,0.02,0.55,0.11,0.62,0.09
grafx2.csv,0.83,0.73,0.72,0.79,0.41,0.42,0.56,0.72,0.52,0.71,0.59,0.72,0.64,0.75,0.68,0.79,0.66,0.78
jahshakafx.csv,0.84,0.69,0.76,0.53,0.36,0.3,0.51,0.77,0.59,0.49,0.6,0.46,0.65,0.68,0.67,0.71,0.67,0.75
kindb.csv,0.82,0.63,0.72,0.68,0.48,0.44,0.77,0.7,0.62,0.57,0.55,0.09,0.73,0.35,0.65,0.88,0.7,0.09
maya-work-in-progress.csv,0.65,0.7,0.75,0.54,0.62,0.63,0.5,0.66,0.52,0.8,0.5,0.6,0.53,0.48,0.59,0.8,0.59,0.43
netatalk.csv,0.56,0.71,0.67,0.21,0.32,0.51,0.65,0.63,0.61,0.63,0.51,0.45,0.5,0.65,0.68,0.63,0.6,0.71
novembre.csv,0.48,0.53,0.58,0.33,0.1,0.32,0.74,0.52,0.59,0.6,0.47,0.48,0.17,0.25,0.66,0.6,0.52,0.4
ns-3.csv,0.54,0.61,0.43,0.66,0.37,0.66,0.35,0.4,0.51,0.61,0.52,0.13,0.6,0.13,0.46,0.0,0.5,0.0
nullc.csv,0.58,0.0,0.0,0.05,0.7,0.5,0.67,0.66,0.48,0.29,0.6,0.42,0.6,0.51,0.65,0.58,0.61,0.4
open-beos.csv,0.8,0.75,0.74,0.72,0.5,0.48,0.71,0.7,0.65,0.55,0.39,0.3,0.61,0.21,0.71,0.0,0.7,0.57
planeshift.csv,0.54,0.42,0.37,0.09,0.47,0.61,0.57,0.71,0.56,0.69,0.61,0.58,0.72,0.72,0.64,0.73,0.27,0.61
plee-the-bear.csv,0.8,0.48,0.79,0.05,0.5,0.53,0.53,0.51,0.62,0.64,0.6,0.67,0.58,0.59,0.46,0.58,0.57,0.61
reaper-ecad.csv,0.59,0.64,0.71,0.69,0.37,0.15,0.32,0.44,0.26,0.04,0.24,0.0,0.42,0.33,0.43,0.31,0.59,0.17
sbml.csv,0.75,0.71,0.67,0.75,0.47,0.59,0.49,0.4,0.68,0.41,0.71,0.57,0.6,0.72,0.71,0.41,0.68,0.62
unimrcp.csv,0.82,0.62,0.67,0.74,0.43,0.38,0.63,0.68,0.52,0.75,0.41,0.68,0.63,0.58,0.72,0.79,0.65,0.71
unladen-swallow.csv,0.29,0.48,0.47,0.05,0.15,0.3,0.49,0.43,0.41,0.46,0.33,0.67,0.4,0.49,0.19,0.45,0.59,0.7
