,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.41,0.43,0.46,0.64,0.4,0.51,0.53,0.45,0.41,0.47,0.32,0.65,0.33,0.28,0.33,0.32,0.38,0.36
cornerstone.csv,0.52,0.95,0.96,0.95,0.58,0.76,0.83,0.98,0.75,0.0,0.44,0.5,0.97,0.55,0.75,0.33,0.6,0.47
emeraldemu.csv,0.49,0.51,0.47,0.52,0.67,0.9,0.67,0.55,0.7,0.53,0.44,0.67,0.73,0.0,0.49,0.67,0.44,0.0
grafx2.csv,0.35,0.43,0.47,0.57,0.45,0.55,0.5,0.47,0.5,0.45,0.36,0.4,0.39,0.33,0.34,0.33,0.4,0.38
jahshakafx.csv,0.34,0.41,0.41,0.4,0.39,0.6,0.44,0.39,0.4,0.47,0.35,0.6,0.32,0.3,0.33,0.28,0.36,0.32
kindb.csv,0.34,0.47,0.41,0.41,0.4,0.46,0.34,0.38,0.34,0.46,0.4,0.8,0.31,0.59,0.34,0.31,0.37,0.0
maya-work-in-progress.csv,0.46,0.43,0.43,0.59,0.43,0.41,0.32,0.35,0.39,0.43,0.33,0.37,0.33,0.5,0.39,0.35,0.35,0.38
netatalk.csv,0.51,0.43,0.51,0.54,0.53,0.46,0.36,0.44,0.43,0.53,0.5,0.58,0.43,0.41,0.41,0.34,0.4,0.38
novembre.csv,0.63,0.57,0.75,0.83,0.75,0.67,0.53,0.53,0.37,0.48,0.49,0.64,0.96,0.77,0.41,0.5,0.53,0.6
ns-3.csv,0.54,0.5,0.66,0.58,0.65,0.48,0.34,0.53,0.58,0.57,0.49,0.41,0.43,0.6,0.52,0.44,0.38,0.42
nullc.csv,0.5,0.48,0.4,0.54,0.5,0.56,0.45,0.5,0.6,0.8,0.42,0.71,0.43,0.52,0.47,0.5,0.4,0.73
open-beos.csv,0.39,0.4,0.53,0.54,0.48,0.52,0.41,0.38,0.49,0.62,0.55,0.39,0.42,0.51,0.38,0.44,0.37,0.41
planeshift.csv,0.48,0.46,0.42,0.53,0.52,0.45,0.41,0.39,0.39,0.44,0.41,0.37,0.37,0.33,0.42,0.36,0.37,0.4
plee-the-bear.csv,0.37,0.56,0.52,0.89,0.44,0.42,0.38,0.38,0.39,0.5,0.34,0.37,0.37,0.51,0.5,0.41,0.39,0.36
reaper-ecad.csv,0.48,0.44,0.5,0.62,0.56,0.95,0.83,0.82,0.97,0.5,0.93,0.5,0.58,0.57,0.58,0.78,0.46,0.67
sbml.csv,0.38,0.41,0.43,0.47,0.45,0.41,0.33,0.35,0.41,0.48,0.34,0.37,0.32,0.32,0.37,0.44,0.36,0.41
unimrcp.csv,0.38,0.52,0.51,0.6,0.45,0.58,0.37,0.5,0.56,0.51,0.33,0.47,0.38,0.37,0.38,0.37,0.39,0.43
unladen-swallow.csv,0.85,0.57,0.69,0.89,0.86,0.62,0.42,0.57,0.55,0.59,0.7,0.41,0.54,0.42,0.94,0.47,0.45,0.39
