,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.42,0.35,0.59,0.43,0.39
freenet.csv,0.44,0.43,0.43,0.33,0.35
mediaportal.csv,0.66,0.56,0.55,0.46,0.95
onotoa.csv,0.41,0.45,0.39,0.36,0.59
sqlpower-library.csv,0.43,0.36,0.43,0.44,0.38
