,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.46,0.54,0.23,1.0,0.7
freenet.csv,0.72,0.99,0.5,0.78,0.94
mediaportal.csv,0.57,0.53,0.65,0.59,0.92
onotoa.csv,0.5,0.75,1.0,0.78,0.53
sqlpower-library.csv,1.0,0.79,0.69,0.67,0.91
