,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.87,0.98,1.0,1.0,0.93,0.95,0.97,0.98,0.14,0.99,0.91,0.99,1.0,0.82
dvt.csv,0.73,0.73,0.87,0.89,0.89,0.02,0.74,0.79,0.75,0.84,0.87,0.77,0.87,0.87
flylinkdc.csv,0.05,0.79,0.85,0.93,0.61,0.81,0.7,0.63,0.84,0.6,0.78,0.78,0.72,0.71
fulguro.csv,0.7,0.72,0.79,0.71,0.77,0.88,0.51,0.75,0.53,0.77,0.99,0.92,0.89,0.0
gnome-jabber.csv,0.83,0.93,0.93,0.79,0.81,0.7,0.8,0.87,0.86,0.7,0.4,0.85,0.67,0.83
ipfire-wall.csv,0.88,0.72,0.53,0.72,0.62,0.61,0.82,0.75,0.55,0.0,0.88,0.74,0.85,0.73
jruby.csv,0.7,0.72,1.0,0.74,0.72,0.71,0.7,0.83,1.04,0.88,0.69,0.05,0.89,1.0
ldview.csv,0.65,0.76,0.73,0.78,0.79,0.86,0.05,0.77,0.95,0.58,0.82,0.87,0.71,0.56
maidsafe-dht.csv,0.79,0.93,0.7,0.8,0.07,0.78,0.86,0.82,0.92,0.58,0.99,0.89,0.7,0.92
nuttx.csv,0.78,0.7,0.88,0.05,0.66,0.5,0.64,0.84,0.86,0.76,0.65,1.0,0.6,0.72
oorexx.csv,0.77,0.83,0.99,0.93,0.65,0.7,0.78,0.79,0.65,0.92,0.86,0.69,0.08,0.78
red5.csv,0.78,0.85,0.96,0.6,0.75,0.65,0.89,0.07,0.53,0.93,0.8,0.68,0.73,0.91
vdsf.csv,0.87,0.88,0.16,0.81,0.88,0.9,0.88,0.78,0.98,0.95,0.8,0.95,0.88,0.97
xbrlapi.csv,0.8,0.02,0.81,0.88,0.68,0.91,0.8,0.73,0.86,0.58,0.82,0.81,0.85,0.62
