,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,2.0,0.0,1261.0,222.0,4.0,1.0,4.0,0.0,0.0,8.0,0.0,0.0,60.0,0.0
dvt.csv,2.0,0.0,66.0,0.0,10.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,8.0
flylinkdc.csv,0.0,0.0,32.0,0.0,9.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0
fulguro.csv,3.0,0.0,5.0,0.0,5.0,20.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,0.0
gnome-jabber.csv,4.0,0.0,5.0,0.0,23.0,5.0,3.0,0.0,2.0,5.0,2.0,0.0,4.0,5.0
ipfire-wall.csv,3.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0
jruby.csv,14.0,1.0,5.0,0.0,0.0,10.0,1.0,0.0,79.0,6.0,0.0,0.0,1.0,89.0
ldview.csv,6.0,0.0,4.0,0.0,17.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
maidsafe-dht.csv,4.0,0.0,29.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
nuttx.csv,33.0,2.0,171.0,0.0,1.0,0.0,4.0,1.0,5.0,3.0,0.0,0.0,0.0,12.0
oorexx.csv,32.0,1.0,0.0,0.0,8.0,1.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
red5.csv,3.0,0.0,5.0,0.0,11.0,4.0,0.0,0.0,2.0,6.0,3.0,0.0,0.0,2.0
vdsf.csv,6.0,0.0,0.0,0.0,8.0,21.0,0.0,0.0,2.0,7.0,3.0,0.0,0.0,2.0
xbrlapi.csv,5.0,0.0,3.0,0.0,4.0,20.0,6.0,0.0,2.0,6.0,2.0,0.0,1.0,2.0
