,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.28,0.33,0.0,0.0,0.2,0.29,0.12,0.33,1.0,0.08,1.0,1.0,0.0,0.25
dvt.csv,0.34,0.5,0.12,0.85,0.12,1.0,0.46,0.82,0.3,0.43,0.93,0.84,0.5,0.08
flylinkdc.csv,1.0,0.5,0.09,0.73,0.25,0.23,0.47,0.77,0.22,0.5,1.0,0.84,0.63,0.12
fulguro.csv,0.39,0.86,0.07,0.83,0.18,0.18,0.61,0.79,0.37,0.33,1.0,0.85,0.67,1.0
gnome-jabber.csv,0.28,0.48,0.09,0.79,0.19,0.33,0.33,0.6,0.21,0.4,0.98,0.87,0.62,0.13
ipfire-wall.csv,0.17,0.51,0.18,0.82,0.24,0.4,0.29,0.62,0.35,1.0,1.0,0.87,0.48,0.12
jruby.csv,0.29,0.52,0.09,0.82,0.2,0.3,0.4,0.55,0.0,0.23,0.97,0.99,0.45,0.0
ldview.csv,0.33,0.58,0.1,0.79,0.17,0.21,1.0,0.65,0.33,0.57,1.0,0.94,0.67,0.17
maidsafe-dht.csv,0.53,0.5,0.16,0.8,0.93,0.38,0.5,0.73,0.17,0.57,1.0,0.88,0.92,0.1
nuttx.csv,0.27,0.54,0.08,0.99,0.22,0.42,0.41,0.6,0.18,0.33,0.96,0.86,0.66,0.12
oorexx.csv,0.26,0.43,1.0,0.93,0.22,0.33,0.34,0.54,0.29,0.26,0.92,0.87,0.95,0.12
red5.csv,0.27,0.43,0.08,0.86,0.18,0.33,0.38,1.0,0.37,0.2,0.96,0.88,0.77,0.07
vdsf.csv,0.28,0.52,0.76,0.78,0.21,0.26,0.36,0.59,0.27,0.33,0.96,0.86,0.61,0.11
xbrlapi.csv,0.32,1.0,0.07,0.81,0.21,0.17,0.32,0.58,0.18,0.42,0.93,0.83,0.48,0.15
