,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.94,0.67,0.0,0.0,0.8,0.86,0.88,0.67,0.94,0.92,0.88,0.0,0.0,0.88
dvt.csv,0.97,0.61,0.99,0.96,0.94,0.73,0.92,0.91,0.85,0.86,0.93,0.72,0.92,0.88
flylinkdc.csv,0.69,0.55,0.93,0.91,0.54,0.6,0.53,0.55,0.67,0.5,0.55,0.53,0.58,0.54
fulguro.csv,0.9,0.93,0.43,0.85,0.91,0.87,0.78,0.86,0.87,0.87,0.0,0.92,0.83,0.91
gnome-jabber.csv,0.38,0.38,0.28,0.64,0.43,0.46,0.56,0.32,0.53,0.35,0.52,0.48,0.38,0.44
ipfire-wall.csv,0.75,0.45,0.64,0.78,0.66,0.6,0.95,0.36,0.8,0.56,0.91,0.68,0.76,0.57
jruby.csv,0.42,0.38,0.26,0.71,0.68,0.59,0.6,0.38,0.94,0.77,0.5,0.49,0.91,0.8
ldview.csv,0.73,0.84,0.36,0.73,0.79,0.7,0.7,0.65,0.67,0.57,0.76,0.94,0.56,0.59
maidsafe-dht.csv,0.93,0.83,0.89,0.81,0.79,0.73,0.83,0.91,0.92,0.57,0.0,0.94,0.67,0.9
nuttx.csv,0.35,0.35,0.3,0.61,0.39,0.39,0.44,0.33,0.54,0.38,0.32,0.47,0.5,0.46
oorexx.csv,0.38,0.52,0.0,0.93,0.43,0.57,0.47,0.73,0.54,0.4,0.54,0.63,0.47,0.42
red5.csv,0.43,0.47,0.28,0.73,0.54,0.58,0.51,0.47,0.66,0.57,0.55,0.58,0.92,0.62
vdsf.csv,0.41,0.41,0.99,0.85,0.42,0.62,0.5,0.45,0.46,0.37,0.54,0.5,0.39,0.44
xbrlapi.csv,0.96,0.54,0.39,0.58,0.79,0.78,0.79,0.58,0.86,0.54,0.73,0.88,0.71,0.44
