,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.18,0.04,0.0,0.0,0.11,0.08,0.07,0.04,0.92,0.07,0.16,0.02,0.0,0.21
dvt.csv,0.32,0.46,0.13,0.21,0.13,0.99,0.35,0.33,0.29,0.24,0.26,0.53,0.25,0.11
flylinkdc.csv,0.97,0.34,0.11,0.16,0.33,0.28,0.39,0.52,0.21,0.47,0.36,0.49,0.44,0.19
fulguro.csv,0.35,0.43,0.13,0.67,0.22,0.21,0.56,0.39,0.47,0.3,0.02,0.16,0.19,1.0
gnome-jabber.csv,0.42,0.59,0.16,0.62,0.31,0.47,0.43,0.7,0.3,0.56,0.99,0.86,0.66,0.23
ipfire-wall.csv,0.21,0.54,0.26,0.67,0.33,0.43,0.29,0.69,0.46,1.0,0.21,0.47,0.35,0.19
jruby.csv,0.41,0.57,0.16,0.68,0.26,0.35,0.39,0.58,0.0,0.19,0.5,0.99,0.21,0.0
ldview.csv,0.38,0.36,0.18,0.47,0.21,0.26,0.98,0.37,0.08,0.5,0.31,0.22,0.44,0.27
maidsafe-dht.csv,0.31,0.12,0.22,0.41,0.93,0.29,0.22,0.3,0.12,0.5,0.02,0.21,0.46,0.1
nuttx.csv,0.4,0.63,0.15,0.99,0.33,0.55,0.46,0.7,0.2,0.46,0.65,0.89,0.68,0.2
oorexx.csv,0.37,0.43,0.02,0.13,0.31,0.35,0.44,0.41,0.39,0.37,0.38,0.63,0.97,0.21
red5.csv,0.4,0.45,0.15,0.72,0.24,0.4,0.54,0.96,0.48,0.25,0.94,0.74,0.41,0.12
vdsf.csv,0.43,0.66,0.8,0.41,0.35,0.39,0.51,0.64,0.42,0.49,0.96,0.87,0.75,0.19
xbrlapi.csv,0.26,0.99,0.13,0.78,0.29,0.22,0.3,0.49,0.2,0.48,0.6,0.42,0.35,0.24
