,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.05,0.0,0.46,0.09,0.67,0.43,0.2,0.06,0.15,0.0,0.8,0.25,0.22,0.39,0.49,0.0
codeblocks.csv,0.6,0.68,0.26,0.4,0.48,0.8,0.65,0.67,0.88,0.56,0.8,0.73,0.77,0.35,0.46,0.8
grisbi.csv,0.86,0.81,0.89,0.95,0.86,0.97,0.85,0.84,0.92,1.0,1.0,0.88,0.94,0.61,0.81,0.83
libmesh.csv,0.14,0.17,0.23,0.05,0.14,0.03,0.32,0.47,0.81,1.0,0.2,0.31,0.51,0.03,0.21,0.09
mesa3d.csv,0.29,0.72,0.46,0.58,0.05,0.8,0.29,0.62,0.46,0.89,0.8,0.46,0.66,0.68,0.54,0.49
panda3d.csv,0.07,0.35,0.43,0.44,0.29,0.37,0.5,0.05,0.12,0.67,0.4,0.48,0.35,0.26,0.46,0.45
proftp.csv,0.14,0.28,0.49,0.09,0.24,0.73,0.3,0.23,0.04,0.0,0.0,0.17,0.02,0.16,0.05,0.0
qmmp.csv,0.55,0.44,0.54,0.77,0.57,0.5,0.73,0.91,0.96,0.78,0.6,0.4,0.8,0.55,0.63,0.68
red5.csv,0.93,0.9,0.8,0.65,0.71,0.8,0.7,0.83,0.85,1.0,1.0,0.73,0.93,0.71,0.67,0.9
soar.csv,0.86,1.0,0.8,0.86,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.99,0.61,0.98,1.0
super-tux.csv,0.38,0.9,0.6,0.49,0.76,0.93,0.61,0.75,0.73,1.0,0.8,0.73,0.91,0.03,0.71,0.83
t-2.csv,0.38,0.84,0.4,0.3,0.9,0.13,0.92,0.63,0.54,1.0,1.0,0.4,0.92,0.84,0.65,0.33
tart.csv,0.29,0.22,0.69,0.49,0.67,1.0,0.95,0.26,0.54,1.0,1.0,0.33,0.42,0.65,0.57,0.01
tcvp.csv,0.05,0.14,0.0,0.02,0.0,0.0,0.02,0.06,0.0,0.89,0.0,0.0,0.01,0.0,0.0,0.0
utgb.csv,0.05,0.45,0.69,0.3,0.29,0.57,0.3,0.05,0.15,0.56,0.6,0.38,0.4,0.45,0.27,0.46
xbrlapi.csv,0.74,0.02,0.49,0.67,0.29,0.2,0.44,0.46,0.19,0.0,0.2,0.25,0.01,0.84,0.13,0.01
