,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.34,0.57,0.36,0.36,0.48,0.6
l2j.csv,0.43,0.81,0.77,0.64,0.58,0.44
mule.csv,0.43,0.95,0.66,0.44,0.47,0.75
springside.csv,0.39,0.45,0.4,0.4,0.39,0.5
swtfox.csv,0.98,0.69,0.81,0.89,0.84,0.98
twostep.csv,0.35,0.47,0.39,0.42,0.4,0.44
