,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.85,0.54,0.23,0.17,0.33
chrysalis.csv,0.56,0.54,0.14,0.4,0.43
mobicents.csv,0.48,0.7,0.26,0.3,0.52
snakeyaml.csv,1.0,0.65,0.35,0.33,0.54
xamj.csv,0.56,0.65,0.19,0.24,0.59
