,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.07,0.46,0.6,0.64,0.74,0.54,0.66,0.5,0.43,0.58,0.37,0.52,0.77,0.75,0.74
bscwweasel.csv,0.02,0.09,0.49,0.71,0.63,0.45,0.48,0.48,0.43,0.57,0.37,0.3,0.72,0.72,0.74
capcode.csv,0.02,0.47,0.55,0.52,0.47,0.86,0.41,0.31,0.55,0.59,0.65,0.42,0.72,0.57,0.3
cme.csv,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.05,0.0,0.38,0.0,0.0,0.0,1.0
emite.csv,0.57,0.25,0.23,0.12,0.17,0.0,0.11,0.06,0.05,0.13,0.0,0.61,0.0,0.15,0.0
fluent-nhibernate.csv,0.1,0.25,0.54,0.45,0.74,0.29,0.59,0.29,0.62,0.61,0.66,0.46,0.87,0.35,0.0
lamp.csv,0.32,0.66,0.39,0.52,0.09,0.54,0.13,0.51,0.62,0.67,0.09,0.22,0.75,0.64,0.71
mecat.csv,0.0,0.09,0.09,0.0,0.06,0.2,0.0,0.13,0.0,0.29,0.97,0.0,0.28,0.0,0.79
nodal.csv,0.01,0.25,0.41,0.53,0.16,0.46,0.01,0.31,0.68,0.65,0.36,0.19,0.67,0.61,0.23
pydev.csv,0.63,0.54,0.46,0.67,0.73,0.55,0.38,0.49,0.46,0.75,0.75,0.22,0.69,0.63,0.73
retromenu.csv,0.07,0.33,0.37,0.35,0.75,0.29,0.64,0.27,0.3,0.38,0.36,0.33,0.66,0.3,0.0
smbopensoft.csv,0.81,0.09,0.38,0.46,0.34,0.2,0.62,0.26,0.34,0.39,0.0,0.66,0.33,0.58,0.71
stuproa-cims.csv,0.0,0.17,0.47,0.4,0.66,0.2,0.02,0.62,0.38,0.56,0.37,0.3,0.76,0.72,0.23
thout.csv,0.4,0.42,0.59,0.35,0.57,0.42,0.46,0.43,0.43,0.51,0.3,0.56,0.75,0.43,0.62
uface.csv,0.0,0.0,0.39,0.74,0.65,0.6,0.2,0.58,0.49,0.54,0.68,0.61,0.54,0.94,0.24
