,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.72,0.97,0.87,0.74,0.08,1.0,1.0,0.8
cities3d.csv,0.43,0.0,0.65,0.24,0.81,0.05,0.67,0.9
img-browse-sort.csv,0.22,0.3,0.17,0.35,0.28,0.0,1.0,0.1
levent.csv,0.63,0.79,0.0,0.6,0.5,0.5,0.5,0.2
pnotepad.csv,0.81,0.86,0.52,0.62,0.89,0.95,1.0,0.0
selenium.csv,0.02,0.34,0.52,0.28,0.53,0.24,0.5,0.4
somap.csv,0.91,1.0,1.0,1.0,1.0,0.97,0.0,1.0
xemeiah.csv,0.17,0.24,0.13,0.03,0.28,0.32,0.5,0.3
