,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.29,0.31,0.22,0.1,0.23,0.06,0.92,0.38,0.06,0.06,0.54,0.87,0.0,0.59
calcubetimer.csv,0.42,0.17,0.33,0.25,0.28,0.0,1.0,0.58,0.28,0.0,0.56,0.88,0.5,0.66
chaosrts.csv,0.22,0.24,0.25,0.11,0.33,0.05,0.93,0.4,0.39,0.05,0.82,0.96,0.25,0.61
chaperon.csv,0.32,0.4,0.46,0.19,0.29,0.44,0.86,1.0,0.4,0.1,0.55,0.81,0.53,0.67
dxengine.csv,0.47,0.15,0.56,0.27,0.0,0.08,0.8,0.54,0.25,0.02,0.53,0.82,0.76,0.64
emono.csv,0.28,0.21,0.29,0.14,0.27,0.14,0.94,0.45,0.38,0.07,0.58,0.86,0.65,0.78
factor.csv,0.33,0.21,0.19,0.13,0.67,0.0,0.94,0.0,0.24,0.0,0.67,0.0,0.95,0.83
jas.csv,0.17,0.14,0.4,0.29,0.35,0.07,0.76,0.28,0.4,0.35,0.5,0.94,0.7,0.57
jmoney.csv,0.72,0.21,0.52,0.22,0.38,0.14,1.0,0.82,0.35,0.03,0.83,0.94,0.59,0.62
jmonkeyengine.csv,0.21,0.18,0.37,0.24,0.42,0.06,0.77,0.35,0.33,0.04,0.65,0.9,0.71,0.62
matrex.csv,0.61,0.31,0.89,0.47,0.12,0.5,1.0,0.85,0.6,0.25,1.0,0.85,0.7,0.78
primefaces.csv,0.37,0.2,0.35,0.23,0.28,0.09,0.94,0.6,0.33,0.05,0.82,0.88,0.63,0.66
roolo.csv,0.28,0.27,0.4,0.14,0.28,0.09,0.95,0.46,0.71,0.07,0.56,0.89,0.44,0.67
sblim.csv,0.46,0.24,0.36,0.5,0.38,0.14,1.0,0.91,0.24,0.0,0.76,0.94,0.3,0.64
