,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.41,0.29,0.35,0.83,0.94,0.31,1.0,0.85,0.43,0.89,0.67,0.89,0.04,0.29
calcubetimer.csv,0.46,0.48,0.96,0.77,0.84,0.25,0.0,0.07,0.49,0.07,0.44,0.26,0.39,0.98
chaosrts.csv,0.34,0.25,0.65,0.37,0.4,0.42,0.5,0.2,0.38,0.49,0.07,0.21,0.26,0.76
chaperon.csv,0.51,0.05,0.41,0.2,0.6,0.1,0.75,0.0,0.57,0.44,0.19,0.26,0.39,0.52
dxengine.csv,0.2,0.46,0.29,0.55,0.0,0.71,1.0,0.44,0.49,0.52,0.89,0.42,0.52,0.31
emono.csv,0.32,0.9,0.57,0.88,0.72,0.4,0.75,0.88,0.65,0.83,0.78,0.95,0.83,0.4
factor.csv,0.05,0.73,0.49,0.24,0.02,0.04,0.75,0.12,0.43,0.03,0.11,0.0,0.09,0.02
jas.csv,0.59,0.48,0.73,0.49,0.34,0.81,1.0,0.59,0.41,0.13,0.52,0.11,0.74,0.69
jmoney.csv,0.17,0.43,0.41,0.68,0.26,0.25,0.0,0.04,0.46,0.25,0.04,0.21,0.3,0.71
jmonkeyengine.csv,0.76,0.89,0.8,0.77,0.3,0.92,0.75,0.87,0.78,0.91,0.78,0.58,0.7,0.98
matrex.csv,0.22,0.17,0.02,0.2,0.14,0.02,0.0,0.15,0.05,0.08,0.0,0.68,0.26,0.1
primefaces.csv,0.78,0.83,1.0,0.79,0.92,0.62,0.75,0.61,0.84,0.82,0.26,1.0,0.96,1.0
roolo.csv,0.63,0.57,0.47,0.82,0.66,0.81,0.5,0.83,0.16,0.93,0.89,0.79,0.61,0.64
sblim.csv,0.51,0.25,0.92,0.23,0.16,0.38,0.0,0.04,0.43,0.15,0.22,0.11,0.3,1.0
