,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.38,0.53,0.22,0.29,0.23,0.29,0.0,0.35,0.06,0.37,0.47,0.35,0.0,0.24
calcubetimer.csv,0.66,0.4,0.17,0.6,0.47,0.0,0.88,0.12,0.37,0.0,0.41,0.3,0.25,0.09
chaosrts.csv,0.23,0.35,0.4,0.21,0.57,0.28,0.46,0.17,0.48,0.4,0.26,0.78,0.06,0.48
chaperon.csv,0.5,0.15,0.65,0.21,0.59,0.98,0.3,0.01,0.62,0.7,0.18,0.18,0.27,0.53
dxengine.csv,0.39,0.34,0.7,0.67,0.0,0.57,0.0,0.53,0.33,0.14,0.33,0.29,0.78,0.33
emono.csv,0.29,0.35,0.44,0.32,0.55,0.71,0.57,0.36,0.61,0.48,0.5,0.2,0.47,0.72
factor.csv,0.06,0.55,0.25,0.17,0.13,0.0,0.55,0.0,0.28,0.0,0.18,0.0,0.89,0.07
jas.csv,0.27,0.34,0.62,0.7,0.53,0.47,0.0,0.25,0.52,0.97,0.37,0.28,0.63,0.43
jmoney.csv,0.89,0.46,0.78,0.58,0.48,0.54,0.49,0.23,0.47,0.14,0.15,0.51,0.28,0.49
jmonkeyengine.csv,0.35,0.35,0.53,0.57,0.63,0.28,0.19,0.31,0.49,0.28,0.58,0.63,0.67,0.09
matrex.csv,0.71,0.35,0.35,0.7,0.07,0.29,0.32,0.83,0.18,0.43,0.06,0.47,0.38,0.21
primefaces.csv,0.57,0.46,0.0,0.55,0.3,0.63,0.56,0.73,0.43,0.42,0.79,0.0,0.17,0.0
roolo.csv,0.47,0.69,0.58,0.37,0.59,0.54,0.62,0.43,0.77,0.27,0.35,0.54,0.29,0.59
sblim.csv,0.77,0.35,0.3,0.84,0.32,0.72,0.17,0.47,0.28,0.0,0.52,0.28,0.09,0.0
