,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.17,0.27,0.91,0.11,0.48
nabu-library.csv,0.58,0.38,0.43,0.38,1.0
pcgen.csv,0.55,1.0,0.3,0.65,0.53
selenium.csv,1.0,0.65,0.48,0.84,0.34
tolven.csv,0.22,0.4,0.09,1.0,0.09
