,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.66,0.51,0.58,0.41,0.61,0.77,0.8,0.61,0.51,0.37,0.93,0.68,0.32,0.73,0.45,0.6,0.57,0.41
fbmanager.csv,1.09,0.75,0.81,0.35,0.49,0.66,0.95,0.63,1.0,0.55,0.74,0.82,1.0,1.0,0.44,1.0,1.0,1.0
freenet.csv,1.18,0.83,0.87,0.79,0.62,0.69,0.47,0.92,0.98,0.96,0.82,0.81,1.04,0.61,0.66,0.88,0.66,0.65
geogebra.csv,1.02,0.55,0.56,0.62,0.45,0.56,0.64,0.72,0.63,0.53,0.74,0.7,1.0,0.74,0.58,0.7,0.6,0.41
google-caja.csv,0.78,0.45,0.82,0.46,0.5,0.56,0.76,0.72,0.78,0.52,0.34,0.72,0.22,0.61,0.43,0.73,0.65,0.58
hibernate.csv,0.61,0.56,0.55,0.59,0.65,0.65,0.54,0.59,0.71,0.55,0.49,0.75,0.46,0.64,0.48,0.74,0.53,0.48
illumination.csv,0.82,0.61,0.8,1.0,0.83,1.0,0.87,0.76,1.0,0.93,0.71,0.75,1.0,1.0,0.97,0.22,1.0,1.0
kindb.csv,0.78,0.48,0.67,0.68,0.73,0.82,0.71,0.51,0.88,0.61,0.64,0.68,0.22,0.69,0.65,0.81,0.7,0.69
officefloor.csv,0.51,0.66,0.91,0.86,0.67,0.78,0.67,0.74,0.44,0.53,0.73,0.71,0.74,0.82,0.43,0.94,0.61,0.61
paintown.csv,0.93,0.37,0.59,0.77,1.0,0.7,0.68,0.72,0.91,0.97,1.01,0.47,0.52,0.77,0.86,0.66,0.87,0.92
poormans.csv,0.29,0.9,0.58,0.94,0.51,0.76,0.57,1.0,0.49,0.36,0.7,0.77,1.0,0.91,0.33,0.78,0.77,0.51
qlc.csv,1.13,0.58,0.51,0.56,0.59,0.77,0.57,0.48,0.54,0.61,0.54,0.59,0.35,0.66,0.32,0.81,0.56,0.57
repositorium.csv,1.03,0.84,0.85,0.8,0.82,0.85,0.8,0.82,0.93,1.0,0.81,0.5,1.0,0.3,0.86,0.72,0.92,0.91
sevenupdate.csv,0.99,0.89,0.86,0.62,1.0,0.27,0.84,0.88,1.0,0.66,0.93,1.0,0.81,1.0,1.0,0.8,0.94,0.92
sqlpower-library.csv,0.53,0.99,0.83,1.0,0.38,1.0,0.78,0.93,0.75,1.0,0.48,0.84,0.83,1.0,0.78,0.97,0.64,0.53
triplea.csv,0.81,0.49,0.42,0.52,0.57,0.69,0.89,0.53,0.57,0.58,0.58,0.71,0.29,0.79,0.67,0.58,0.61,0.51
yarp0.csv,0.61,0.52,0.69,0.72,0.51,0.85,0.79,0.62,0.71,0.7,0.64,0.47,0.58,0.93,0.68,0.57,0.67,0.81
