,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.4,0.68,0.48,0.67,0.54,0.27,0.29,0.92,0.07,0.81
geotools.csv,0.6,0.81,0.96,0.46,0.79,0.53,0.58,0.94,0.28,0.69
gephex.csv,0.15,0.84,0.8,1.0,0.71,0.93,0.75,0.7,0.64,0.73
haggle.csv,0.0,0.62,0.44,0.05,0.19,0.47,0.31,0.51,0.17,0.08
java-gnome.csv,0.25,0.46,0.4,0.81,0.38,0.53,0.66,0.39,0.41,0.7
jgnash.csv,0.25,0.43,0.68,0.53,0.35,0.6,0.46,0.51,0.3,0.67
jrdf.csv,0.1,0.18,0.6,0.91,0.5,0.73,0.47,0.08,0.51,0.31
mpqc.csv,0.65,0.19,0.08,0.14,0.29,0.07,0.19,0.37,0.55,0.48
panda3d.csv,0.6,0.49,0.28,0.25,0.62,0.4,0.49,0.54,0.45,0.23
tencompetence.csv,0.4,0.27,0.56,0.7,0.5,0.8,0.48,0.08,0.81,0.12
