,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.99,1.0,1.0,0.0,1.0,1.0,1.0
jahshaka.csv,0.83,0.09,0.92,1.13,0.9,0.86,0.87
jatlas.csv,0.96,1.0,0.95,0.99,0.0,1.0,1.0
jedit.csv,0.02,0.39,0.76,0.34,0.63,0.69,0.68
open-media-library.csv,0.84,0.85,0.0,0.96,0.67,0.82,0.82
panda3d.csv,0.8,0.95,0.83,0.91,0.74,0.68,0.08
wheat.csv,0.72,0.64,0.77,0.59,0.86,0.05,0.71
