,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.34,0.42,0.33,0.35,0.39,0.35,0.45
jahshaka.csv,0.97,0.8,0.92,0.6,0.81,0.8,0.95
jatlas.csv,0.95,0.0,0.75,0.0,0.8,0.0,0.0
jedit.csv,0.48,0.41,0.39,0.34,0.64,0.34,0.39
open-media-library.csv,0.53,0.77,0.53,0.77,0.71,0.92,0.81
panda3d.csv,0.79,0.93,0.94,0.93,0.69,0.63,0.8
wheat.csv,0.76,0.58,0.49,0.53,0.62,0.5,0.57
