,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,0.74,0.0,0.46,0.65,0.74,0.0,0.19,0.52,0.92,0.37,0.75,0.74,0.44,0.3,0.17,0.9,0.43,0.48,0.08,0.71
bibletime.csv,0.48,0.52,0.23,0.58,0.72,0.49,0.23,0.43,0.89,0.4,0.55,0.74,0.44,0.26,0.12,0.92,0.43,0.51,0.12,0.67
critterding.csv,0.42,0.67,0.24,0.48,0.7,0.31,0.21,0.39,0.91,0.3,0.46,0.8,0.36,0.24,0.09,0.82,0.38,0.44,0.13,0.65
etics.csv,0.73,0.68,0.5,0.77,0.83,0.55,0.5,0.68,0.94,0.57,0.83,1.0,0.61,0.5,0.12,0.97,0.82,1.0,0.3,0.76
fmri-dmt.csv,0.4,0.4,0.21,0.44,0.65,0.31,0.11,0.34,0.88,0.22,0.42,0.58,0.19,0.22,0.33,0.8,0.28,0.4,0.05,0.61
genecys.csv,0.44,0.49,0.2,0.59,0.68,0.34,0.24,0.43,0.96,0.4,0.47,0.67,0.35,0.24,0.06,0.81,0.41,0.49,0.1,0.65
genoviz.csv,0.68,0.77,0.6,0.79,0.97,0.56,0.4,0.76,0.88,0.81,0.72,1.0,0.67,0.75,0.06,1.0,1.0,0.88,0.71,0.83
kftpgrabber.csv,1.0,0.46,0.67,0.67,0.77,0.36,0.4,0.55,1.0,0.53,0.57,1.0,0.59,0.33,0.06,0.88,0.63,0.79,0.26,0.66
kvs.csv,0.44,0.5,0.41,0.62,0.77,0.24,0.5,0.38,0.5,0.46,0.57,0.82,0.56,0.37,0.08,0.76,0.36,0.25,0.13,0.63
mcore3d.csv,0.5,0.46,0.0,0.68,0.77,0.47,0.28,0.58,0.91,0.48,0.5,0.83,0.5,0.44,0.1,0.9,0.52,0.68,0.12,0.77
miranda.csv,0.0,0.0,0.33,0.65,0.67,0.0,0.16,0.51,0.9,0.41,0.5,0.6,0.47,0.27,0.14,0.86,0.44,0.46,0.04,0.77
modplug.csv,0.4,0.47,0.24,0.45,0.7,0.33,0.22,0.44,0.88,0.37,0.47,0.91,0.36,0.26,0.06,0.83,0.39,0.49,0.1,0.65
monetdb.csv,0.41,0.62,0.67,0.7,0.79,0.55,0.0,0.59,0.97,0.52,0.56,0.96,0.53,0.56,0.17,0.92,0.57,0.71,0.24,0.73
netatalk.csv,0.47,0.52,0.23,0.56,0.73,0.36,0.22,0.41,0.92,0.36,0.46,0.7,0.36,0.45,0.1,0.9,0.4,0.51,0.07,0.68
ogrehg.csv,0.65,0.64,0.33,0.67,0.75,0.5,0.17,0.59,0.94,0.48,0.64,0.73,0.47,0.41,0.12,0.95,0.74,0.67,0.14,0.71
passwordsafe.csv,0.55,0.64,0.25,0.6,0.7,0.44,0.16,0.5,0.92,0.44,0.58,0.89,0.37,0.28,0.07,0.88,0.66,0.59,0.15,0.69
projecteqemu.csv,0.48,0.65,0.32,0.72,0.8,0.43,0.5,0.62,0.92,0.44,0.64,0.83,0.57,0.32,0.16,0.87,0.7,0.79,0.12,0.71
reactos-mirror.csv,0.62,0.59,0.25,0.56,0.7,0.45,0.19,0.42,0.92,0.45,0.57,0.8,0.44,0.27,0.1,0.86,0.49,0.52,0.11,0.66
xbplayer.csv,0.5,0.61,0.5,0.59,0.83,0.55,0.5,0.56,0.92,0.62,0.52,0.71,0.44,0.29,0.13,0.94,0.67,0.69,0.19,0.72
xmoto.csv,0.46,0.5,0.3,0.63,0.69,0.42,0.2,0.52,0.9,0.42,0.48,0.91,0.51,0.26,0.07,0.9,0.64,0.69,0.14,0.72
