,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.15,0.31,0.98,0.16,0.46
nabu-library.csv,0.43,0.42,0.55,0.46,1.0
pcgen.csv,0.22,0.96,0.02,0.51,0.15
selenium.csv,0.98,0.27,0.5,0.62,0.22
tolven.csv,0.18,0.47,0.11,0.89,0.12
