,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.97,0.82,0.88,0.89,0.92
nabu-library.csv,0.64,0.63,0.53,0.59,0.58
pcgen.csv,0.89,0.55,0.97,0.56,0.85
selenium.csv,0.5,0.83,0.43,0.42,0.62
tolven.csv,0.88,0.57,0.84,0.64,0.94
