,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,26.0,9.0,0.0,0.0,6.0,29.0,14.0,7.0,0.0,13.0,19.0,0.0
autowikibrowser.csv,2.0,0.0,1.0,1.0,1.0,23.0,8.0,5.0,6.0,0.0,8.0,5.0
cities3d.csv,3.0,13.0,1.0,7.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,78.0
firebird.csv,6.0,1.0,0.0,4.0,1.0,16.0,16.0,0.0,2.0,3.0,19.0,2.0
hydrogen.csv,12.0,17.0,0.0,1.0,9.0,108.0,0.0,2.0,0.0,11.0,9.0,0.0
lphant.csv,5.0,7.0,0.0,8.0,3.0,41.0,17.0,1.0,0.0,5.0,28.0,1.0
qgo.csv,16.0,0.0,0.0,0.0,0.0,15.0,10.0,2.0,4.0,6.0,6.0,0.0
quickfast.csv,8.0,3.0,6.0,1.0,0.0,113.0,13.0,6.0,4.0,4.0,8.0,0.0
rhex.csv,0.0,6.0,5.0,5.0,3.0,9.0,1.0,0.0,1.0,6.0,2.0,0.0
rocrail.csv,5.0,0.0,0.0,2.0,0.0,16.0,1.0,3.0,54.0,0.0,0.0,0.0
xined.csv,7.0,9.0,0.0,8.0,1.0,18.0,4.0,0.0,1.0,8.0,5.0,1.0
yield.csv,13.0,3.0,0.0,4.0,0.0,27.0,4.0,11.0,0.0,2.0,14.0,0.0
