,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.62,0.6,0.86,0.58,0.78,0.6,0.55
freebios.csv,0.73,0.93,0.33,0.73,0.89,1.11,0.76
k3b.csv,0.78,0.85,0.73,0.44,0.7,0.65,0.57
loki-lib.csv,0.56,0.53,0.84,0.55,0.61,0.48,0.45
powerfolder.csv,0.67,0.77,0.94,0.51,0.61,0.1,0.78
quarkplusplus.csv,0.7,0.73,0.94,0.69,0.42,0.32,0.71
tzod.csv,0.8,0.5,0.63,0.69,0.71,0.62,0.78
