,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.5,0.44,0.2,0.17,0.22,0.57,0.26
freebios.csv,0.5,0.69,0.24,0.46,0.84,0.48,0.7
k3b.csv,0.77,0.83,0.16,0.25,0.44,0.62,0.5
loki-lib.csv,0.5,0.46,0.63,0.29,0.28,0.27,0.33
powerfolder.csv,0.43,0.21,0.1,0.25,0.28,0.1,0.17
quarkplusplus.csv,0.1,0.21,0.04,0.17,0.25,0.32,0.17
tzod.csv,0.23,0.29,0.27,0.46,0.34,0.17,0.2
