,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.57,0.1,0.68,0.44,0.37,0.58,0.44,0.5,1.0,0.33,0.42,0.49
gamestone.csv,0.26,1.0,0.28,0.21,0.24,0.25,0.11,0.22,0.43,0.36,0.19,0.48
gbif-providertoolkit.csv,0.5,0.21,0.51,0.37,0.96,0.27,0.06,0.29,0.24,0.32,0.19,0.25
heekscad.csv,1.0,0.28,0.71,0.48,0.34,0.5,0.42,0.45,0.71,0.46,0.73,0.54
igarden.csv,0.39,0.31,0.36,1.0,0.3,0.39,0.21,0.21,0.22,0.43,0.19,0.34
levent.csv,0.73,0.41,0.65,0.49,0.31,0.99,0.22,0.49,0.75,0.35,0.68,0.27
libmesh.csv,0.19,0.18,0.16,0.46,0.13,0.21,0.86,0.3,0.41,0.23,0.24,0.38
openmsx.csv,0.71,0.22,0.37,0.43,0.4,0.33,0.21,0.98,0.53,0.28,0.58,0.47
pnotepad.csv,0.85,0.3,0.72,0.5,0.3,0.71,0.41,0.5,0.8,0.33,0.99,0.61
quark.csv,0.48,0.0,0.4,0.26,0.19,0.0,0.07,0.08,0.07,0.96,0.25,0.37
tango-cs.csv,0.6,0.11,0.51,0.41,0.21,0.32,0.23,0.37,0.54,0.34,0.58,0.98
xcsoar.csv,0.71,0.16,0.95,0.38,0.29,0.49,0.18,0.44,0.63,0.46,0.45,0.53
