,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.32,0.62,0.39,0.5,0.52,0.35,0.52,0.31,0.0,0.44,0.4,0.72
gamestone.csv,0.04,0.0,0.08,0.15,0.22,0.04,0.17,0.23,0.31,0.44,0.0,0.36
gbif-providertoolkit.csv,0.11,0.17,0.07,0.18,0.0,0.09,0.11,0.06,0.08,0.15,0.0,0.07
heekscad.csv,0.0,0.33,0.37,0.5,0.45,0.48,0.5,0.52,0.42,0.6,0.2,0.61
igarden.csv,0.04,0.06,0.06,0.0,0.04,0.17,0.17,0.05,0.04,0.17,0.0,0.19
levent.csv,0.26,0.29,0.38,0.58,0.6,0.0,0.5,0.41,0.54,0.38,0.3,0.36
libmesh.csv,0.15,0.62,0.2,0.32,0.22,0.13,0.13,0.22,0.31,0.63,0.4,0.45
openmsx.csv,0.43,0.79,0.41,0.68,0.21,0.48,0.37,0.0,0.42,0.69,0.8,0.71
pnotepad.csv,0.47,0.5,0.52,0.76,0.81,0.39,0.72,0.73,0.73,1.0,0.0,0.77
quark.csv,0.06,0.0,0.06,0.03,0.07,0.0,0.02,0.04,0.0,0.0,0.0,0.06
tango-cs.csv,0.36,0.48,0.31,0.38,0.42,0.17,0.28,0.53,0.42,0.88,0.8,0.03
xcsoar.csv,0.23,0.29,0.01,0.35,0.49,0.17,0.3,0.26,0.23,0.46,0.0,0.42
