,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.61,0.97,0.46,0.63,0.56,0.63,0.7,0.61,0.0,0.64,0.81,0.79
gamestone.csv,0.85,0.0,0.83,0.85,0.75,0.86,0.94,0.86,0.76,0.59,0.9,0.63
gbif-providertoolkit.csv,0.66,0.77,0.63,0.7,0.07,0.84,0.97,0.82,0.87,0.71,0.9,0.85
heekscad.csv,0.0,0.6,0.42,0.6,0.57,0.76,0.71,0.72,0.57,0.6,0.44,0.67
igarden.csv,0.75,0.75,0.77,0.0,0.79,0.75,0.86,0.88,0.88,0.57,0.9,0.76
levent.csv,0.42,0.38,0.48,0.63,0.66,0.02,0.92,0.63,0.61,0.6,0.55,0.84
libmesh.csv,0.9,0.79,0.91,0.58,0.89,0.89,0.15,0.8,0.78,0.83,0.94,0.75
openmsx.csv,0.53,0.83,0.78,0.74,0.54,0.89,0.89,0.05,0.72,0.79,0.95,0.79
pnotepad.csv,0.47,0.56,0.53,0.77,0.82,0.52,0.83,0.8,0.75,1.0,0.02,0.77
quark.csv,0.68,1.0,0.73,0.84,0.86,1.0,0.96,0.95,0.96,0.08,0.85,0.76
tango-cs.csv,0.6,0.89,0.6,0.64,0.77,0.81,0.86,0.8,0.71,0.89,0.95,0.03
xcsoar.csv,0.44,0.8,0.07,0.68,0.65,0.68,0.9,0.67,0.55,0.49,0.71,0.58
