,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.71,0.06,0.61,0.35,0.24,0.74,0.37,0.52,1.0,0.23,0.78,0.38
gamestone.csv,0.86,1.0,0.62,0.31,0.21,0.88,0.2,0.33,0.75,0.26,1.0,0.47
gbif-providertoolkit.csv,0.84,0.18,0.81,0.43,1.0,0.8,0.17,0.67,0.85,0.33,1.0,0.58
heekscad.csv,1.0,0.19,0.63,0.37,0.23,0.65,0.36,0.4,0.82,0.3,0.94,0.43
igarden.csv,0.9,0.4,0.76,1.0,0.5,0.76,0.33,0.62,0.91,0.4,1.0,0.48
levent.csv,0.81,0.29,0.6,0.36,0.2,1.0,0.21,0.47,0.8,0.26,0.9,0.31
libmesh.csv,0.56,0.11,0.3,0.41,0.12,0.67,0.8,0.42,0.74,0.15,0.64,0.37
openmsx.csv,0.73,0.13,0.4,0.31,0.33,0.52,0.23,1.0,0.75,0.18,0.74,0.37
pnotepad.csv,0.77,0.19,0.58,0.35,0.18,0.78,0.31,0.39,0.78,0.2,1.0,0.45
quark.csv,0.89,0.0,0.79,0.71,0.29,0.0,0.5,0.43,1.0,1.0,1.0,0.73
tango-cs.csv,0.7,0.07,0.55,0.36,0.15,0.71,0.28,0.34,0.76,0.21,0.74,0.96
xcsoar.csv,0.81,0.12,0.98,0.34,0.2,0.81,0.22,0.51,0.87,0.31,1.0,0.48
