,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.28,0.06,0.02,0.62,0.24,0.59,0.5,1.0,0.4,0.53,0.5,0.75,0.76
bdbbasic.csv,0.37,0.07,0.04,0.61,0.21,0.39,0.67,1.0,0.64,0.72,0.0,0.45,0.84
echongl.csv,0.37,0.16,0.03,0.6,0.26,0.37,0.56,1.0,0.48,0.92,0.62,0.35,0.8
etherboot.csv,0.0,0.69,0.0,0.0,0.4,1.0,0.0,0.9,0.6,0.0,1.0,0.21,1.0
freebios.csv,0.22,0.15,0.03,0.52,0.25,0.25,0.74,0.57,0.24,0.87,0.31,0.16,0.67
gebr.csv,0.28,0.14,0.02,0.54,0.27,0.32,0.49,0.93,0.28,0.72,0.31,0.19,0.76
gnukeda.csv,0.33,0.18,0.03,0.79,0.26,0.54,0.32,0.92,0.5,0.49,0.39,0.13,0.76
google-gears.csv,0.41,0.23,0.04,0.7,0.25,0.32,0.4,0.72,0.3,0.72,0.28,0.24,0.87
jnode.csv,0.5,0.16,0.14,0.55,0.14,0.0,0.69,0.58,0.33,0.69,0.15,0.33,0.68
openmeetings.csv,0.54,0.46,0.05,0.75,0.31,0.45,0.5,0.91,0.47,0.71,0.32,0.29,0.84
pgui.csv,0.28,0.14,0.0,0.64,0.28,0.33,0.58,0.82,0.29,0.5,0.48,0.19,0.86
tradelink.csv,0.38,0.15,0.05,0.68,0.26,0.32,0.51,0.88,0.41,0.81,0.3,0.32,0.79
wxcrp.csv,0.48,0.13,0.04,0.52,0.27,0.37,0.41,0.79,0.33,0.72,0.28,0.35,0.78
