,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.93,0.13,0.01,0.0,0.47,0.19,0.07,0.08
apolloplayer.csv,0.25,0.91,0.02,0.0,0.71,0.18,0.07,0.0
k3d.csv,0.26,0.33,0.0,0.0,0.27,1.0,0.0,0.07
kowari.csv,0.33,0.29,0.0,0.12,0.28,0.08,0.73,0.27
redshell.csv,0.24,0.38,0.0,0.42,1.0,0.26,0.16,0.05
rtb-team.csv,0.23,0.41,0.01,0.93,0.54,0.26,0.15,0.06
xreal.csv,0.0,0.0,0.0,0.0,0.07,0.06,0.0,1.0
