,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.93,0.85,0.42,0.67
n2cms.csv,0.63,0.62,0.86,0.62
nassp.csv,0.93,0.89,0.8,0.75
nug.csv,0.67,0.91,0.81,0.8
