,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.26,0.96,0.39,0.42
n2cms.csv,0.98,0.4,0.25,0.36
nassp.csv,0.23,0.26,0.15,1.0
nug.csv,0.42,0.08,0.97,0.22
