,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,0.25,0.0,0.04,0.02,0.03,0.16,0.2,0.54,0.23,0.19,0.28
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coot.csv,0.12,0.35,0.18,0.41,0.34,0.48,0.27,0.29,0.77,0.0,0.53
dsworkbench.csv,0.06,0.46,0.04,0.24,0.12,0.4,0.54,0.39,0.15,0.22,0.35
freelords.csv,0.75,0.52,0.07,0.54,0.69,0.66,0.49,0.37,0.5,0.46,0.4
gephex.csv,0.5,0.46,0.11,0.29,0.25,0.52,0.0,0.57,0.4,0.51,0.67
jas.csv,0.12,0.02,0.14,0.02,0.19,0.0,0.0,0.05,0.0,0.0,0.0
jpaul.csv,0.31,0.04,0.11,0.0,0.03,0.1,0.02,0.28,0.18,0.14,0.12
ngl.csv,0.44,0.48,0.54,0.34,0.31,0.58,0.46,0.01,0.55,0.65,0.51
scenemonitor.csv,0.5,0.65,0.64,0.78,0.03,0.6,0.63,0.78,0.53,0.76,0.7
synecdoche.csv,0.0,0.21,0.11,0.05,0.12,0.15,0.2,0.39,0.22,0.08,0.0
