,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,1.0,0.0,0.0,1.0,1.0,64.0,0.0,0.0,124.0,2.0,0.0
avisynth2.csv,65.0,107.0,106.0,57.0,51.0,0.0,111.0,367.0,124.0,76.0,71.0
coot.csv,1.0,1.0,0.0,0.0,9.0,28.0,1.0,0.0,59.0,0.0,4.0
dsworkbench.csv,0.0,0.0,0.0,9.0,1.0,14.0,0.0,1.0,10.0,2.0,4.0
freelords.csv,1.0,0.0,0.0,9.0,9.0,39.0,0.0,0.0,22.0,0.0,0.0
gephex.csv,1.0,0.0,0.0,6.0,2.0,64.0,0.0,1.0,0.0,1.0,0.0
jas.csv,0.0,0.0,0.0,1.0,4.0,64.0,0.0,0.0,0.0,76.0,71.0
jpaul.csv,0.0,1.0,1.0,0.0,0.0,64.0,0.0,0.0,124.0,0.0,0.0
ngl.csv,2.0,0.0,0.0,8.0,2.0,18.0,1.0,0.0,39.0,0.0,4.0
scenemonitor.csv,4.0,2.0,1.0,9.0,0.0,18.0,0.0,0.0,34.0,1.0,1.0
synecdoche.csv,0.0,1.0,0.0,1.0,1.0,64.0,0.0,0.0,13.0,0.0,0.0
