,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,0.8,0.05,0.85,0.82,0.95,1.01,0.7,0.85,1.03,0.9,0.65
avisynth2.csv,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
coot.csv,0.67,0.8,0.68,0.45,0.92,0.82,0.81,0.63,0.81,0.03,0.87
dsworkbench.csv,0.07,0.69,0.79,0.92,0.91,0.52,0.69,0.94,0.89,0.95,0.77
freelords.csv,0.77,0.75,0.09,0.64,0.82,0.94,0.73,0.54,0.9,0.74,0.65
gephex.csv,0.62,0.57,0.69,0.55,0.6,1.13,0.01,0.83,0.74,0.72,0.77
jas.csv,0.89,0.98,0.89,0.94,0.82,1.0,0.99,0.93,0.12,1.0,1.0
jpaul.csv,0.59,0.82,0.88,0.0,0.9,1.0,0.87,0.89,1.02,0.91,0.77
ngl.csv,0.66,0.7,0.67,0.63,0.81,0.88,0.83,0.01,0.66,0.69,0.68
scenemonitor.csv,0.62,0.79,0.79,0.8,0.03,0.68,0.71,0.82,0.82,0.77,0.81
synecdoche.csv,0.72,0.57,0.77,0.82,0.81,1.01,0.7,0.77,0.78,0.88,0.07
