,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,44.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,8.0,98.0,0.0,17.0,9.0,23.0,1.0,6.0
encog-cs.csv,65.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,22.0,184.0,0.0,18.0,13.0,17.0,4.0,1.0
extprosys.csv,60.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,16.0,6.0,300.0,0.0,21.0,2.0,16.0,4.0,1.0
ibatisdb.csv,104.0,0.0,6.0,0.0,1.0,1.0,0.0,1.0,8.0,10.0,41.0,0.0,62.0,4.0,0.0,1.0,0.0
intact.csv,104.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,62.0,0.0,62.0,1.0,18.0,5.0,0.0
japano.csv,60.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,14.0,295.0,0.0,20.0,8.0,17.0,4.0,1.0
lockss.csv,15.0,0.0,2.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,314.0,0.0,62.0,5.0,13.0,1.0,49.0
ofbiz.csv,104.0,1.0,0.0,0.0,2.0,6.0,49.0,0.0,0.0,12.0,26.0,0.0,62.0,0.0,6.0,2.0,4.0
officefloor.csv,104.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,19.0,4.0,17.0,4.0,1.0
opennms.csv,104.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,13.0,8.0,88.0,0.0,62.0,0.0,6.0,1.0,3.0
papertoolkit.csv,104.0,0.0,186.0,116.0,104.0,102.0,49.0,133.0,183.0,113.0,1376.0,196.0,0.0,297.0,140.0,61.0,49.0
rohxel.csv,58.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,5.0,9.0,183.0,0.0,18.0,4.0,10.0,2.0,1.0
sevenupdate.csv,72.0,0.0,2.0,1.0,0.0,5.0,1.0,0.0,14.0,2.0,323.0,0.0,10.0,1.0,17.0,1.0,1.0
web-cat.csv,104.0,0.0,2.0,1.0,13.0,2.0,0.0,0.0,1.0,20.0,231.0,0.0,62.0,5.0,7.0,2.0,0.0
xcf.csv,104.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,77.0,0.0,11.0,4.0,4.0,0.0,1.0
