,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,0.45,0.47,0.5,0.37,0.65,0.43,0.42,0.39,0.55,0.52,0.44,0.41,0.38,0.38,0.43,0.65,0.43
encog-cs.csv,0.34,0.49,0.6,0.48,0.43,0.46,0.5,0.67,0.63,0.5,0.63,0.39,0.44,0.49,0.56,0.59,0.54
extprosys.csv,0.43,0.53,0.77,0.4,0.42,0.42,0.42,0.57,0.45,0.44,0.61,0.51,0.36,0.43,0.49,0.52,0.47
ibatisdb.csv,0.0,0.86,0.95,0.89,0.8,0.95,0.9,0.84,0.92,0.57,0.99,0.96,0.83,0.97,0.78,0.63,0.67
intact.csv,0.55,0.41,0.95,0.69,0.55,0.72,0.47,0.8,0.81,0.9,0.65,0.97,0.41,0.97,0.96,0.49,0.86
japano.csv,0.41,0.46,0.49,0.42,0.49,0.4,0.4,0.49,0.55,0.43,0.48,0.4,0.38,0.37,0.42,0.51,0.37
lockss.csv,0.95,0.5,0.86,0.83,0.92,0.93,0.83,0.86,0.95,0.95,0.92,0.97,0.75,0.95,0.93,0.83,0.0
ofbiz.csv,0.79,0.53,0.9,0.88,0.83,0.69,0.0,0.59,0.96,0.66,0.7,0.93,0.75,0.44,0.53,0.89,0.42
officefloor.csv,0.93,0.67,0.59,0.39,0.56,0.49,0.43,0.55,0.93,0.66,0.97,0.39,0.6,0.98,0.48,0.42,0.38
opennms.csv,0.85,0.62,0.81,0.95,0.75,0.86,0.67,0.94,0.91,0.58,0.99,0.63,0.89,0.97,0.91,0.83,0.89
papertoolkit.csv,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.92,0.0,0.67,0.0,0.0,0.0,0.0
rohxel.csv,0.33,0.41,0.72,0.34,0.4,0.42,0.44,0.51,0.38,0.43,0.53,0.36,0.4,0.47,0.47,0.49,0.38
sevenupdate.csv,0.33,0.47,0.47,0.35,0.4,0.38,0.55,0.5,0.39,0.45,0.47,0.39,0.49,0.44,0.43,0.51,0.34
web-cat.csv,0.96,0.9,0.79,0.64,0.83,0.88,0.62,0.98,0.93,0.96,1.0,0.52,0.88,0.97,0.94,0.95,0.61
xcf.csv,0.35,0.36,0.57,0.69,0.4,0.45,0.36,0.38,0.52,0.4,0.54,0.38,0.48,0.47,0.45,0.48,0.35
