,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,1.0,0.69,0.87,1.0,0.5,0.67,0.59,0.62,0.55,0.55,0.87,0.88,1.0,0.81,0.81,0.44,0.32
encog-cs.csv,1.0,0.86,0.75,0.64,0.86,0.7,0.69,0.68,0.98,0.64,0.66,0.84,0.33,0.59,0.83,0.66,0.58
extprosys.csv,1.0,0.73,0.96,0.86,0.86,0.77,0.85,0.82,0.76,0.91,0.42,0.68,1.0,0.82,0.89,0.66,0.68
ibatisdb.csv,0.0,0.1,0.06,0.09,0.21,0.3,0.21,0.27,0.08,0.41,0.16,0.11,0.0,0.09,1.0,0.47,0.47
intact.csv,0.0,0.61,0.04,0.31,0.43,0.97,0.72,0.39,0.32,0.23,0.34,0.19,0.0,0.12,0.11,0.62,0.26
japano.csv,1.0,0.82,0.96,0.66,0.61,0.7,0.87,1.0,0.56,0.73,0.87,0.93,0.67,0.97,1.0,0.72,0.79
lockss.csv,1.0,0.04,0.06,0.04,0.11,0.07,0.08,0.06,0.23,0.91,0.34,0.17,0.0,0.04,0.06,0.09,0.0
ofbiz.csv,0.0,0.27,0.09,0.07,0.29,0.27,0.0,0.25,0.21,0.32,0.53,0.08,0.0,0.99,0.44,0.19,0.53
officefloor.csv,0.0,0.51,0.79,0.89,0.5,0.7,0.82,0.86,0.08,0.41,0.84,0.84,0.67,0.13,0.86,0.91,0.89
opennms.csv,0.0,0.24,0.25,0.16,1.0,0.13,0.46,0.12,0.2,0.41,0.11,0.4,0.0,0.14,0.08,0.12,0.16
papertoolkit.csv,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
rohxel.csv,1.0,0.63,0.21,0.8,0.61,0.73,1.0,0.66,0.8,0.64,0.61,0.54,0.67,0.58,0.92,0.81,0.63
sevenupdate.csv,1.0,1.0,1.0,0.99,0.64,0.83,0.46,0.92,0.82,0.77,0.97,1.0,0.33,0.78,0.97,0.66,0.74
web-cat.csv,0.0,0.18,0.34,0.46,0.29,0.33,0.51,0.32,0.11,0.05,0.05,0.37,0.0,0.13,0.08,0.25,0.95
xcf.csv,0.0,0.43,0.36,0.28,0.54,0.57,0.79,0.46,0.48,0.59,0.63,0.61,0.67,0.57,0.86,0.97,0.63
