,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,0.57,0.73,0.74,0.07,0.65,0.81,0.49,0.87,0.6,0.71,0.58,1.01,0.82,0.79,0.65,0.69,1.03
encog-cs.csv,0.82,0.85,0.79,1.0,0.73,0.74,0.71,0.64,0.02,0.84,0.6,0.16,0.99,0.81,0.64,0.69,0.64
extprosys.csv,0.68,0.72,0.04,1.01,0.8,0.76,0.92,0.69,0.82,0.87,0.9,1.05,0.93,0.9,0.8,0.9,0.75
ibatisdb.csv,1.0,0.96,0.95,0.91,0.82,0.72,0.82,0.8,0.93,0.71,0.85,1.34,1.02,0.91,0.0,0.67,0.54
intact.csv,1.1,0.77,0.97,0.69,0.68,0.03,0.61,0.62,0.71,0.82,0.72,1.28,1.17,0.88,0.91,0.79,0.74
japano.csv,0.72,1.02,0.93,0.92,0.78,0.91,0.83,0.0,0.6,0.81,0.9,1.0,0.84,0.95,0.96,0.72,0.93
lockss.csv,0.19,0.96,0.94,0.97,0.9,0.95,0.96,0.94,0.78,0.09,0.74,0.83,1.0,0.97,0.95,0.91,1.0
ofbiz.csv,1.04,0.81,0.91,0.93,0.74,0.77,1.0,0.76,0.79,0.72,0.52,0.92,1.0,0.01,0.65,0.82,0.7
officefloor.csv,1.04,0.59,0.78,0.93,0.8,0.72,0.93,0.79,0.93,0.85,0.16,0.16,0.64,0.88,0.89,0.94,0.81
opennms.csv,1.03,0.77,0.77,0.87,0.0,0.87,0.6,0.91,0.85,0.71,0.9,0.6,1.01,0.86,0.92,0.88,0.86
papertoolkit.csv,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
rohxel.csv,0.77,0.62,0.8,0.54,0.77,0.61,0.0,0.85,0.63,0.66,0.64,0.46,0.87,0.64,0.71,0.6,0.66
sevenupdate.csv,0.91,0.0,1.0,1.0,0.76,0.84,0.65,0.89,0.83,0.59,0.95,1.0,0.87,0.75,0.97,0.69,0.82
web-cat.csv,1.02,0.83,0.79,0.84,0.76,0.69,0.73,0.72,0.9,0.99,0.97,0.63,1.03,0.88,0.93,0.85,0.05
xcf.csv,1.25,0.88,0.73,0.84,0.67,0.6,0.5,0.63,0.59,0.59,0.52,0.39,0.61,0.64,0.35,0.03,0.72
