,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,0.57,0.67,0.72,0.07,0.42,0.74,0.27,0.78,0.39,0.54,0.57,1.0,0.82,0.76,0.62,0.4,0.77
encog-cs.csv,0.82,0.83,0.75,0.93,0.71,0.67,0.64,0.56,0.0,0.76,0.5,0.0,0.73,0.7,0.62,0.6,0.48
extprosys.csv,0.68,0.67,0.01,1.0,0.79,0.73,0.91,0.67,0.79,0.87,0.69,1.0,0.93,0.88,0.79,0.83,0.68
ibatisdb.csv,0.01,0.33,0.12,0.0,0.25,0.15,0.18,0.33,0.07,0.4,0.1,1.0,0.2,0.11,0.0,0.4,0.1
intact.csv,0.45,0.67,0.13,0.0,0.36,0.0,0.55,0.11,0.19,0.27,0.29,1.0,0.62,0.11,0.18,0.7,0.06
japano.csv,0.72,1.0,0.93,0.86,0.68,0.86,0.82,0.0,0.42,0.76,0.89,1.0,0.77,0.95,0.96,0.67,0.9
lockss.csv,0.19,0.0,0.03,0.14,0.12,0.18,0.27,0.0,0.06,0.0,0.33,0.0,0.07,0.13,0.12,0.1,0.03
ofbiz.csv,0.27,0.33,0.04,0.07,0.21,0.25,0.09,0.11,0.1,0.24,0.22,0.0,0.07,0.0,0.33,0.1,0.52
officefloor.csv,0.28,0.33,0.75,0.93,0.62,0.66,0.91,0.78,0.08,0.61,0.0,0.0,0.55,0.15,0.88,0.93,0.81
opennms.csv,0.25,0.17,0.17,0.21,0.0,0.04,0.27,0.22,0.28,0.39,0.11,0.0,0.15,0.08,0.08,0.07,0.19
papertoolkit.csv,0.01,0.17,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
rohxel.csv,0.77,0.5,0.1,0.5,0.66,0.55,0.0,0.78,0.59,0.55,0.5,0.0,0.8,0.48,0.7,0.57,0.55
sevenupdate.csv,0.91,0.0,1.0,1.0,0.68,0.82,0.36,0.89,0.81,0.54,0.95,1.0,0.57,0.72,0.97,0.6,0.77
web-cat.csv,0.22,0.17,0.43,0.64,0.27,0.19,0.55,0.22,0.06,0.26,0.21,0.0,0.27,0.1,0.14,0.4,0.0
xcf.csv,0.75,0.67,0.34,0.43,0.48,0.41,0.45,0.33,0.3,0.42,0.36,0.0,0.52,0.47,0.32,0.0,0.61
