,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.87,0.82,0.58,0.49,0.65,0.76,0.03,0.38,0.73,0.88,1.01,0.66,0.89,0.68,0.55,0.44,0.73,0.7
fbmanager.csv,0.6,0.68,0.03,0.56,0.49,0.75,0.74,0.53,0.66,0.82,0.84,0.63,0.7,0.77,0.42,0.67,0.63,0.48
fido.csv,1.0,1.0,1.0,0.99,0.98,1.0,0.97,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0
fityk.csv,0.68,0.91,0.68,0.64,0.6,0.6,0.67,0.54,0.61,1.16,0.85,0.68,0.0,0.63,0.71,0.44,0.77,0.43
fleet-simulator.csv,0.86,0.91,0.68,0.86,0.9,0.96,1.0,0.77,0.89,0.39,0.96,0.71,0.96,0.96,0.77,0.0,0.81,0.64
google-caja.csv,0.59,0.77,0.59,0.04,0.85,0.58,0.71,0.46,0.9,0.91,0.76,0.61,0.73,0.84,0.68,0.29,0.75,0.73
hibernate.csv,0.84,0.76,0.87,0.73,0.67,0.72,0.85,0.5,0.42,0.62,0.54,0.68,0.82,0.65,0.52,1.21,0.09,0.55
itext.csv,0.73,0.72,0.56,0.62,0.61,0.43,0.67,0.03,0.38,0.55,0.83,0.42,0.53,0.76,0.58,0.44,0.68,0.46
k3b.csv,0.73,0.68,0.64,0.62,0.5,0.02,0.56,0.55,0.38,0.4,0.81,0.58,0.73,0.75,0.47,0.34,0.58,0.61
megameknet.csv,0.84,0.69,0.52,0.74,0.59,0.65,0.76,0.71,0.52,0.5,0.85,0.06,0.58,0.69,0.6,1.09,0.62,0.69
myfaces.csv,0.84,0.72,0.73,0.76,0.06,0.63,0.89,0.71,0.51,0.87,0.8,0.81,0.85,0.66,0.82,1.08,0.8,0.65
ninject.csv,0.79,0.78,0.82,0.93,0.72,0.88,0.84,0.65,0.24,0.7,0.77,0.64,0.83,0.88,0.74,0.85,0.78,0.0
ondex.csv,0.82,0.67,0.91,0.84,0.71,0.78,0.98,0.67,0.52,0.8,0.96,0.72,0.86,0.09,0.8,0.81,0.77,0.64
paintown.csv,0.06,0.74,0.46,0.56,0.62,0.65,0.8,0.75,0.52,0.36,0.64,0.48,0.61,0.82,0.5,0.46,0.68,0.69
poormans.csv,0.73,0.67,0.78,0.72,0.54,0.73,0.84,0.47,0.49,0.52,0.77,0.54,0.85,0.7,0.0,0.65,0.73,0.61
powerfolder.csv,1.0,1.0,1.0,1.0,0.98,1.0,0.97,1.0,0.0,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6
smartgwt.csv,0.77,0.64,0.83,0.6,0.66,0.6,0.81,0.55,0.28,0.02,0.76,0.59,0.87,0.67,0.65,0.71,0.65,0.72
triplea.csv,0.66,0.0,0.71,0.6,0.35,0.52,0.69,0.58,0.3,0.57,0.6,0.58,0.71,0.66,0.47,0.46,0.64,0.44
