,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.58,0.48,0.5,0.43,0.69,0.66
ingex.csv,0.45,0.76,0.5,0.6,0.62,0.44
jgnash.csv,0.52,0.64,0.69,0.4,0.72,0.66
mp-rechnungs-und-kundenverwaltung.csv,0.39,0.44,0.25,0.6,0.62,0.34
openefm.csv,0.67,0.56,0.38,0.4,0.31,0.34
yarp0.csv,0.61,0.16,0.69,0.77,0.69,0.46
