,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.48,0.43,0.48,0.46,0.58,0.68
ingex.csv,0.49,0.72,0.53,0.6,0.62,0.48
jgnash.csv,0.56,0.67,0.64,0.44,0.63,0.61
mp-rechnungs-und-kundenverwaltung.csv,0.43,0.48,0.29,0.6,0.63,0.39
openefm.csv,0.68,0.56,0.4,0.43,0.34,0.39
yarp0.csv,0.57,0.19,0.7,0.56,0.63,0.48
