,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,1.0,58.0,4.0,0.0,1.0,0.0
ingex.csv,1.0,11.0,3.0,3.0,0.0,3.0
jgnash.csv,2.0,3.0,1.0,3.0,0.0,2.0
mp-rechnungs-und-kundenverwaltung.csv,0.0,14.0,1.0,4.0,3.0,5.0
openefm.csv,0.0,25.0,12.0,2.0,2.0,0.0
yarp0.csv,3.0,3.0,0.0,2.0,0.0,0.0
