,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.72,0.7,0.58,0.38,0.64,0.23
ingex.csv,0.28,0.42,0.32,0.42,0.36,0.29
jgnash.csv,0.22,0.15,0.5,0.29,0.58,0.52
mp-rechnungs-und-kundenverwaltung.csv,0.24,0.22,0.03,0.39,0.3,0.17
openefm.csv,0.28,0.43,0.5,0.34,0.46,0.18
yarp0.csv,0.54,0.12,0.24,0.73,0.52,0.41
