,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.59,0.62,0.79,0.56,0.66,0.06,0.11,0.3,0.48,0.5,0.5,0.73,0.52,0.49,0.47,0.43
arcallians.csv,0.5,0.57,0.79,0.49,0.73,0.08,0.1,0.37,0.45,0.5,0.47,0.64,0.47,0.46,0.28,0.4
arianne.csv,0.72,0.49,0.69,0.29,0.52,0.11,0.09,0.25,0.47,0.36,0.19,0.63,0.42,0.39,0.35,0.37
aztec.csv,0.49,0.53,0.82,0.74,0.66,0.23,0.12,0.4,0.46,0.43,0.43,0.73,0.6,0.53,1.0,0.73
bl-toolkit.csv,0.48,0.44,0.92,0.21,0.52,0.07,0.1,0.24,0.44,0.36,0.19,0.62,0.41,0.38,0.21,0.36
clamav.csv,0.53,0.58,0.78,0.26,0.52,0.05,0.12,0.29,0.54,0.67,0.24,0.68,0.52,0.42,0.25,0.51
gnupdate.csv,0.54,0.46,0.89,0.42,0.56,0.07,0.09,0.54,0.46,0.33,0.55,0.69,0.45,0.41,0.17,0.38
les-indemodables.csv,0.48,0.63,0.69,0.28,0.53,0.08,0.09,0.25,0.46,0.62,0.18,0.67,0.55,0.42,0.25,0.54
mbse.csv,0.48,0.5,0.75,0.13,0.5,0.04,0.18,0.44,0.47,0.35,0.19,0.68,0.47,0.4,0.21,0.46
ns-3-dev-def-routing.csv,0.71,0.71,0.81,0.65,0.75,0.18,0.07,0.25,0.51,0.43,0.24,0.67,0.48,0.55,0.61,0.41
openxava.csv,0.55,0.55,0.71,0.06,0.59,0.06,0.21,0.33,0.54,0.43,0.14,0.66,0.51,0.52,0.18,0.63
phonon-vlc-mplayer.csv,0.73,0.57,0.84,0.68,0.81,0.19,0.07,0.41,0.57,0.67,0.37,0.68,0.53,0.53,0.58,0.4
qgis.csv,0.51,0.69,0.6,0.45,0.78,0.05,0.09,0.0,0.49,0.6,0.0,0.0,0.4,0.48,0.35,0.45
vars-redux.csv,0.57,0.69,0.68,0.38,0.55,0.06,0.11,0.25,0.61,0.44,0.17,0.67,0.63,0.48,0.31,0.4
xapian.csv,0.6,0.51,0.7,0.42,0.54,0.08,0.08,0.25,0.43,0.41,0.22,0.64,0.49,0.39,0.5,0.36
yafdotnet.csv,0.58,0.56,0.75,0.21,0.55,0.06,0.16,0.31,0.45,0.6,0.43,0.73,0.68,0.43,0.32,0.62
